bibcode;labelDE;name;address - strasse;adresse - nummer;adresse - zusatz;zip;city;country;mail;kontakt - name;kontakt - vorname;kontakt - anrede;kontakt - email;korrespondenzsprache;bfs code;worldcat ja/nein;WorldCat Symbol;CBS Library Code;Verrechnung Kostenbeitrag (Auswahl);Kostenbeitrag basiert auf;Zusage Kostenbeitrag ja/nein;Beitrag 2018;Beitrag 2019;Beitrag 2020;Bemerkung Kostenbeitrag;Rechnungsadresse = Postadresse ja/nein;Rechnungsadresse - name;Rechnungsadresse - strasse;Rechnungsadresse - nummer;Rechnungsadresse - zusatz;Rechnungsadresse - plz;Rechnungsadresse - ort;Rechnungsadresse - country;Kontakt Rechnung - Name;Kontakt Rechnung - Vorname;Kontakt Rechnung - Anrede;Kontakt Rechnung - mail;mwst ja/nein;Grund Mehrwertsteuerbefreiung;e-rechnung ja/nein;Bemerkung Rechnungsstellung;Koordinaten
LULES;ZHB Luzern - Provisorium Murbacherstrasse;Zentral- und Hochschulbibliothek Luzern, Sempacherstrasse;Murbacherstrasse;21;;6002;Luzern;ch;ausleihe@zhbluzern.ch;;;;;g;;ja;Z5L;8070;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;47.0483343, 8.3074885
LUMAZ;MAZ Schweizer Journalistenschule, Luzern;Bibliothek Medienausbildungszentrum MAZ;Murbacherstrasse ;3;;6003;Luzern;ch;office@maz.ch;;;;;g;;ja;CHMSJ;8071;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.0484334, 8.3090762
LUMC;Museo delle Culture, Lugano;Biblioteca del Museo delle Culture;Via Cortivo ;26;;6976;Lugano-Castagnola;ch;biblioteca.mcl@lugano.ch;Gianinazzi;Barbara;Frau;barbara.gianinazzi@lugano.ch;i;;ja;CHSBT;8023;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;46.000531, 8.9802724
LUMCA;Museo cantonale d'Arte, Lugano;Biblioteca del Museo cantonale d'Arte;Viale Canova ;10;;6900;Lugano;ch;decs-mca@ti.ch;;;;;i;;ja;CHSBT;8023;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;46.0043047, 8.9532704
LUMH1;HSLU Luzern - Musik - Dreilinden;HS Luzern - Musik - Dreilinden;Dreilindenstrasse ;93;;6006;Luzern;ch;bibliothek-dreilinden@hslu.ch;;;;;g;;ja;CHHLZ;8065;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.0607979, 8.3220844
LUMH3;HSLU Luzern - Musik - Mariahilf;Bibliothek der Hochschule Luzern - Musik (MariaHilf);Mariahilfgasse;2a;;6000;Luzern;ch;bibliothek-mariahilf@hslu.ch;;;;;g;;ja;CHHLZ;8065;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.0533979, 8.3056556
LUMHS;HSLU Luzern - Musik;Bibliothek der Hochschule Luzern - Musik (Dreilinden);Zentralstrasse ;18;;6003;Luzern;ch;bibliothek.musik@hslu.ch;;;;;g;;ja;CHHLZ;8065;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.04799, 8.3094243
LUNI3;ZHB Luzern - UNI/PH-Gebäude - Fak. III;ZHB Standort Uni/PH-Gebäude;Frohburgstrasse ;3;;6002;Luzern;ch;info.upg@zhbluzern.ch;;;;;g;;ja;CHLUZ;8068;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;47.0495601, 8.3123321
LUNML;Natur-Museum Luzern;Natur-Museum Luzern Bibliothek;Kasernenplatz ;6;;6003;Luzern;ch;bibliothek.nml@lu.ch;Wolf;Simona;Frau;Simona.Wolf@lu.ch;g;;ja;SZNML;8072;Über Institution;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;;;47.0516695, 8.3010343
LUPHL;ZHB Luzern - UNI/PH-Gebäude - PHZ;ZHB Standort Uni/PH-Gebäude;Frohburgstrasse ;3;;6002;Luzern;ch;info.upg@zhbluzern.ch;;;;;g;;ja;CHOGA;8073;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;47.0495601, 8.3123321
LUPHS;PH Schwyz;Pädagogische Hochschule Schwyz, Medienzentrum;Zaystrasse ;42;;6410;Goldau;ch;medienzentrum@phsz.ch;;;;;g;U9008;ja;CHOGA;8073;Über Institution;BfS-Zahlen;ja;200;400;400;;ja;;;;;;;;;;;;nein;BFK;;;47.0450543, 8.5532354
LUPHZ;PH Zug;Mediothek PH Zug;Zugerbergstrasse ;3;;6301;Zug;ch;mediothek@phzg.ch;Widmer;Geraldine;Frau;geraldine.widmer@phzg.ch;g;U9010;ja;CHOGA;8073;Über Institution;BfS-Zahlen;ja;190;379;379;;ja;;;;;;;;;;;;nein;BFK;;;47.162733, 8.5178458
LUPIL;PH Luzern - Bilderbuchsammlung;Pädagogisches Medienzentrum Luzern, Bilderbuchsammlung PH Luzern;Sentimatt ;1;;6003;Luzern;ch;pmz@phlu.ch;Schuler;Irene;Frau;irene.schuler@phlu.ch;g;;ja;CHOGA;8073;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.0542531, 8.2959821
LUPML;PMZ Luzern;Pädagogisches Medienzentrum Luzern;Sentimatt ;1;;6003;Luzern;ch;pmz@phlu.ch;Schuler;Irene;Frau;irene.schuler@phlu.ch;g;;ja;CHOGA;8073;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.0542531, 8.2959821
LUPMS;PMZ Sursee;Pädagogisches Medienzentrum Sursee;Bahnhofstrasse;6c;;6210;Sursee;ch;pmz@phlu.ch;;;;;g;;ja;CHOGA;8073;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.1728798, 8.1071695
LUSAR;Stadtarchiv Luzern;Bibliothek Stadtarchiv Luzern;Industriestrasse ;6;;6005;Luzern;ch;stadtarchiv@stadtluzern.ch;Gemperle;Pia;Frau;Pia.Gemperle@stadtluzern.ch;g;;ja;CHLSZ;8075;Über Institution;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;;;47.041421, 8.3109099
LUSBI;Kooperative Speicherbibliothek Schweiz, Büron;Kooperative Speicherbibliothek Schweiz;Grabmattenstrasse ;15;;6233;Büron;ch;;;;;;g;;ja;Z5L;8070;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;
LUSBK;Kooperative Speicherbibliothek Schweiz, Büron;Kooperative Speicherbibliothek Schweiz;Grabmattenstrasse ;15;;6233;Büron;ch;;;;;;g;;ja;Z5L;8070;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
LUSSB;Seminar St. Beat, Luzern;Seminar St. Beat, Luzern;Adligenswilerstrasse ;15;;6006;Luzern;ch;;Rickenmann;Agnell;Herr;agnell.rickenmann@bistum-basel.ch;g;;ja;CHSBL;8076;direkt;Anzahl Aufnahmen;nein;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;47.0562325, 8.3149943
LUSTA;Staatsarchiv Luzern;Bibliothek Staatsarchiv Luzern;Schützenstrasse ;9;;6000;Luzern;ch;staatsarchiv@lu.ch;;;;;g;;ja;CHLUS;8077;Über Institution;Anzahl Aufnahmen;ja;150;300;300;;ja;;;;;;;;;;;;ja;;;;47.0505164, 8.2998494
LUUHL;ZHB Luzern - Uni/PH-Gebäude;ZHB Standort Uni/PH-Gebäude;Frohburgstrasse ;3;;6002;Luzern;ch;info.upg@zhbluzern.ch;;;;;g;;ja;CHLUZ;8068;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.0495601, 8.3123321
LUVOG;Vogelwarte, Sempach;Schweizerische Vogelwarte Bibliothek;Seerose ;1;;6204;Sempach;ch;bibliothek@vogelwarte.ch;Dürring;Patricia;Frau;patricia.duerring@vogelwarte.ch;g;;ja;CHVOG;8078;Über Institution;Anzahl Aufnahmen;ja;100;200;200;;ja;;;;;;;;;;;;ja;;;;47.1260349, 8.1936038
LUZHB;ZHB Luzern - Provisorium Murbacherstrasse;Zentral- und Hochschulbibliothek Luzern;Murbacherstrasse;21;;6003;Luzern;ch;info@zhbluzern.ch;;;;;g;;ja;Z5L;8070;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.0483343, 8.3074885
marens;Bibliothèque scolaire de Nyon - Marens;Bibliothèque scolaire de Nyon Marens;Route du Stand ;5;;1260;Nyon;ch;bibliotheque@esnm.educanet2.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;
MBZAS;Archivio di Stato, Bellinzona;;Viale S. Franscini;30a;;6501;Bellinzona;ch;;;;;;i;;ja;CHSBT;8023;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;46.1930586, 9.0127199
MBZBC;Biblioteca cantonale Bellinzona;;Viale S. Franscini;30a;;6501;Bellinzona;ch;;;;;;i;;ja;CHSBT;8023;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;
MBZCD;Biblioteca cantonale Bellinzona;;Viale S. Franscini;30a;;6501;Bellinzona;ch;;;;;;i;;ja;CHSBT;8023;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;46.1930586, 9.0127199
MBZCE;Centro di dialettologia e di etnografia, Bellinzona;;Viale S. Franscini;30a;;6501;Bellinzona;ch;;;;;;i;;ja;CHSBT;8023;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;
MBZCL;Ufficio della documentazione, Bellinzona;;Piazza Governo;;;6501;Bellinzona;ch;;;;;;i;;ja;CHSBT;8023;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;
MBZST;Centro di informazione e documentazione statistica, Giubiasco;;Via Bellinzona ;31;;6512;Giubiasco;ch;;;;;;i;;ja;CHSBT;8023;Keine Verrechnung;;;;;;0 Treffer;ja;;;;;;;;;;;;;;;;46.1780602, 9.0136785
mcah;Musée cantonal d'archéologie et d'histoire (MCAH), Lausanne;Musée cantonal d'archéologie et d'histoire, Lausanne;Place de la Riponne ;6;;1014;Lausanne;ch;vdmcah@vd.ch;Lagnel;Cosette;Frau;cosette.lagnel@vd.ch;f;;nein;;;direkt;Anzahl Aufnahmen;nein;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;
mcba;Musée cantonal des Beaux-Arts (MCBA), Lausanne;Musée cantonal des Beaux-Arts;Place de la Riponne ;6;;1014;Lausanne;ch;;Du Cotterd-Waeber;Danielle;Frau;danielle.ducotterd-waeber@vd.ch;f;;nein;;;direkt;Anzahl Aufnahmen;offen;175;350;350;;ja;;;;;;;;;;;;ja;;nein;;
mcg;Musée cantonal de géologie (MCG), Lausanne;Musée cantonal de géologie;Anthropole;;;1015;Lausanne;ch;musee.geologie@unil.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
mcz;Musée cantonale de zoologie (MCZ), Lausanne; Musée cantonal de zoologie  Bibliothèque;Place de la Riponne ;6;;1005;Lausanne;ch;biblio.zoologie@vd.ch;Oudomsouk-Zenoni;Betty;Frau;betty.oudomsouk-zenoni@vd.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;
MEAA;Accademia di Architettura, Mendrisio;Biblioteca dell'Accademia di Architettura;Via Turconi;;;6850;Mendrisio;ch;info-biblioteca.me@usi.ch;Windholz;Angela;Frau;angela.windholz@usi.ch;i;U2009;ja;SZBAA;8109;direkt;BfS-Zahlen;ja;572;1143;1143;Zusage gegeben, Korrektur Zahl Medienangebot von 234606 auf 197961, neu berechnet mit dieser Zahl;ja;;;;;;;;;;;;nein;;nein;;45.8657593, 8.9829034
MEBC;Biblioteca cantonale e del Liceo di Mendrisio;Biblioteca cantonale e del Liceo di Mendrisio;Via Agostino Maspoli;;;6850;Mendrisio;ch;bcme-segr.sbt@ti.ch;Voegeli;Urs;Herr;;i;U4180;ja;CHSBT;8023;direkt;BfS-Zahlen;ja;402;805;805;;ja;;;;;;;;;;;;ja;;nein;;45.863277, 8.977794
MEJMA;Ejmathèque, Lausanne;Ejmathèque;Rue Côtes-de-Montbenon ;26;;1003;Lausanne;ch;ejmatheque@ejma.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;
mel;Musée de l'Elysée (MEL),Lausanne;Elysée Lausanne;Avenue de l'Elysée ;18;;1014;Lausanne;ch;info@elysee.ch;Moro;Paola;Frau;paola.moro@vd.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;
MEOSC;Organizzazione sociopsichiatrica cantonale, Mendrisio;Centro Documentazione e Ricerca dell'Organizzazione sociopsichiatrica cantonale;Via Agostino Maspoli ;6;;6850;Mendrisio;ch;dss-osc@ti.ch;Schmid;Giuliana;Frau;giuliana.schmid@ti.ch;i;;ja;CHSBT;8023;direkt;Anzahl Aufnahmen;offen;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;45.8625322, 8.9748751
mezier;Bibliothèque intercommunale, Mézières;Bibliothèque intercommunale;Chemin du Raffort ;11;;1083;Mézières;ch;bibliotheque@dujorat.educanet2.ch;;;;;f;U6578;nein;;;direkt;BfS-Zahlen;offen;39;79;79;;ja;;;;;;;;;;;;ja;;nein;;
mies;Bibliothèque scolaire et intercommunale de Terre Sainte, Coppet;Bibliothèque scolaire et intercommunale de Terre Sainte, Coppet;Rte de Founex ;31;;1296;Coppet;ch;bibliocoppet@gmail.com;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
MILAK;ETH Zürich - Militärakademie;Militärakademie an der ETH Zürich MILAK;Kaserne;;;8903;Birmensdorf;ch;info.milak@vtg.admin.ch;;;;;g;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.3591073, 8.4300158
MLOBC;Biblioteca cantonale Locarno;;Via Cappuccini ;12;;6600;Locarno;ch;;;;;;i;;ja;CHSBT;8023;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;46.1708225, 8.7949599
MLUBC;Biblioteca cantonale Lugano;;Viale Carlo Cattaneo ;6;;6900;Lugano;ch;;;;;;i;;ja;CHSBT;8023;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;46.0042922, 8.9595318
MLUBS;Biblioteca Salita dei Frati, Lugano;;Salita dei Frati ;4;;6900;Lugano;ch;;;;;;i;;ja;CHSBT;8023;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;
MLUBU;Biblioteca universitaria di Lugano;;Via Giuseppe Buffi ;13;;6900;Lugano;ch;;;;;;i;;ja;CHSBT;8023;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;
MMA;Museum für Musikautomaten, Seewen;Museum für Musikautomaten;Bollhübel ;1;;4206;Seewen;ch;musikautomaten@bak.admin.ch;;;;;g;;nein;;;Über Institution;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;;;47.4401881, 7.662069
mmc;Musée monétaire cantonal, Lausanne;Musée monétaire cantonal  Bibliothèque;Place de la Riponne ;6;;1014;Lausanne;ch;musee.monetaire@vd.ch;Lagnel;Cosette;Frau;cosette.lagnel@vd.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;
MMEAA;Accademia di Architettura, Mendrisio;;Via Alfonso Turconi;;;6850;Mendrisio;ch;;;;;;i;;ja;SZBAA;8109;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;45.8657593, 8.9829034
MMEBC;Biblioteca cantonale e del Liceo di Mendrisio;;Via Agostino Maspoli;;;6850;Mendrisio;ch;;;;;;i;;ja;CHSBT;8023;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;45.863277, 8.977794
mont;Médiathèque scolaire et communale du Mont-sur-Lausanne; BIBLIOTHÈQUES SCOLAIRES VAUDOISES DGEO  Médiathèque scolaire et communale du Mont-sur-Lausanne;Rte de la Blécherette;3b;;1052;Le Mont-sur-Lausanne;ch;mediamont@vd.ch;;;;;f;U6573;nein;;;direkt;BfS-Zahlen;offen;196;393;393;;ja;;;;;;;;;;;;ja;;nein;;
morgesb;Bibliothèque scolaire de Morges-Beausobre;Bibliothèque scolaire de Morges-Beausobre;Chemin de la Grosse-Pierre ;1;;1110;Morges;ch;bibliotheque@beausobre.educanet2.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;
moulins;Bibliothèques ES Pays-d'Enhaut, Château-d'Oex;Bibliothèques de l'Etablissement scolaire du Pays-d'Enhaut;Route de Gruyère ;30;;1660;Les Moulins;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
mubo;Musée et jardins botaniques cantonaux, Lausanne;Musée et jardins botaniques cantonaux  Bibliothèque;Av. de Cour;14bis;;1007;Lausanne;ch;la90.musee@serac.vd.ch;Magnin-Gonze;Joëlle;Frau;joelle.magnin-gonze@unil.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;150;300;300;;ja;;;;;;;;;;;;ja;;nein;;
N01;FHNW - Pädagogik ISEK, Basel;Fachhochschule Nordwestschweiz Pädagogische Hochschule  Bibliothek;Riehenstrasse ;154;;4058;Basel;ch;bibliothek.basel.isek.ph@fhnw.ch;;;;;g;U5005_113;ja;CHFNB;8048;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;nein;BFK;;;47.564686, 7.6060636
N02;FHNW - Pädagogik ISP, Basel;Fachhochschule Nordwestschweiz Pädagogische Hochschule  Institut Spezielle Pädagogik und Psychologie Bibliothek;Steinentorstrasse ;30;;4051;Basel;ch;bibliothek.basel.isp.ph@fhnw.ch;;;;;g;U5005_106;ja;CHFNB;8048;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;nein;BFK;;;47.5514897, 7.5880613
N03;FHNW - Pädagogik Liestal;Fachhochschule Nordwestschweiz Pädagogische Hochschule  Bibliothek;Benzburgweg ;30;;4410;Liestal;ch;bibliothek.liestal.ph@fhnw.ch;;;;;g;U5005_108;ja;CHFNB;8048;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;nein;BFK;;;47.4755781, 7.7404475
N04;BFH - Gesundheit, Bern;Berner Fachhochschule Fachbereich Gesundheit - Bibliothek;Murtenstrasse ;10;;3008;Bern;ch;bibliothek.gesundheit@bfh.ch;Pfeiffer;Anne;Frau;anne.pfeiffer@bfh.ch;g;U5001_105;ja;CHBSB;8049;direkt;BfS-Zahlen;ja;468;935;935;;ja;;;;;;;;Brügger;Urs;Herr;;nein;BFK;nein;;46.9488243, 7.4271388
N05;BFH - HKB Mediothek, Bern;Hochschule der Künste Bern HKB  Mediothek;Fellerstrasse ;11;;3027;Bern;ch;mediothek-gkk@hkb.bfh.ch;Mengis;Susan;Frau;susan.mengis@hkb.bfh.ch;g;U5001_107;ja;CHBSB;8049;direkt;BfS-Zahlen;ja;394;789;789;;ja;;;;;;;;;;;;nein;BFK;nein;;46.9466919, 7.3912281
N06;BFH - Soziale Arbeit, Bern;Berner Fachhochschule Fachbereich Soziale Arbeit - Bibliothek;Hallerstrasse ;8;;3012;Bern;ch;bibliothek.soziale-arbeit@bfh.ch;Dummermuth;Catrina;Frau;catrina.dummermuth@bfh.ch;g;U5001_106;ja;CHBSB;8049;direkt;BfS-Zahlen;ja;633;1266;1266;;nein;Berner Fachhochschule / Zentraler Rechnungseingang;Falkenplatz;24;Referenz: catrina.dummermuth@bfh.ch;3012;Bern;ch;;;;;nein;BFK;nein;;46.95236, 7.4350593
N07;BFH - Wirtschaft, Bern;Berner Fachhochschule Fachbereich Wirtschaft - Bibliothek;Brückenstrasse ;73;;3005;Bern;ch;bibliothek.wirtschaft@bfh.ch;Graf;Georg;Herr;georg.graf@bfh.ch;g;U5001_104;ja;CHBSB;8049;direkt;BfS-Zahlen;ja;536;1072;1072;;nein;Berner Fachhochschule / Zentraler Rechnungseingang;Falkenplatz;24;Georg.graf@bfh.ch;3012;Bern;ch;;;;;nein;BFK;nein;;46.9424204, 7.4404582
N08;Israelitische Cultusgemeinde Zürich;ICZ, Bibliothek der Israelitischen Cultusgemeinde Zürich;Lavaterstrasse ;33;;8002;Zürich;ch;;Paul;Kerstin;Frau;kerstin.paul@icz.org;g;;ja;CHICZ;8112;direkt;Anzahl Aufnahmen;ja;200;400;400;;ja;;;;;;;;;;;;ja;;nein;;
N09;Jesuitenbibliothek, Zürich;Jesuitenbibliothek;Hirschengraben ;74;;8001;Zürich;ch;bibliothek@aki-zh.ch;Schraner;Anita;Frau;anita.schraner@jesuitenbibliothek.ch;g;;ja;CHJES;8113;direkt;Anzahl Aufnahmen;ja;250;500;500;;ja;;;;;;;;;;;;ja;;nein;;
N10;FHNW - Soziale Arbeit, Basel;Fachhochschule Nordwestschweiz, Hochschule für Soziale Arbeit;Thiersteinerallee ;57;;4053;Basel;ch;;Forster;Brigitte;Frau;brigitte.forster@fhnw.ch;g;U5005_111;ja;CHFNB;8049;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;nein;BFK;;;
N11;FIFA Museum, Zürich;FIFA World Football Museum Library;Seestrasse ;27;;8002;Zürich;ch;library@fifamuseum.org;;;;;g;;ja;CHWFM;8049;Keine Verrechnung;;;;;;Zum Zeitpunkt der Ausarbeitung Kostenbeiträge keine Treffer;ja;;;;;;;;;;;;;;;;
N12;Pädagogische Hochschule, Chur;Pädagogische Hochschule (PH);Scalärastr. ;17;;7000;Chur;ch;;Mayer;Susanne;Frau;Susanne.Mayer@phgr.ch;g;U9003;ja;CHPHG;8114;direkt;BfS-Zahlen;ja;318;637;637;;ja;;;;;;;;;;;;nein;BFK;nein;;
N13;Hochschulen Physiotherapie Landquart ;Hochschulen Physiotherapie Landquart;Weststrasse ;8;;7302;Landquart;ch;bibliothek.deass@supsi.ch;;;;;g;;ja;CHHPL;8115;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
NAT;Naturama Aarau;Aargauer Kantonsbibliothek, Aarau;Feerstrasse ;17;;5001;Aarau;ch;;;;;;g;;ja;CHAKB;8095;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;;;47.3926143, 8.0513999
NATIONALLICENCE;Nationallizenzen;Nationallizenzen;;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
NB001;Schweizerische Nationalbibliothek (NB), Bern;Schweizerische Nationalbibliothek NB;Hallwylstrasse ;15;;3000;Bern;ch;info@nb.admin.ch;;;;;g;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9413136, 7.4496912
NB999;Schweizerische Nationalbibliothek (NB), Bern - Bibliothek fehlt;Nationalbibliothek;;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
NHS;Nietzschehaus Sils / ikg Chur;Nietzschehaus / ikg (NHS);Via da Marias ;67;;7514;Sils;ch;nietzschehaus@gmail.com;;;;;g;;ja;CHKBG;8094;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;;;46.4294445, 9.7646219
NKS;Neue Kantonsschule Aarau;Neue Kantonsschule, Mediothek;Schanzmättelistrasse ;32;;5000;Aarau;ch;;;;;;g;;ja;CHAKB;8095;Über Institution;Anzahl Aufnahmen;ja;125;250;250;;ja;;;;;;;;;;;;ja;;;;47.3865612, 8.044523
NL-cambridge;Nationallizenzen (Cambridge);Nationallizenzen (Cambridge);;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
NL-gruyter;Nationallizenzen (De Gruyter);Nationallizenzen (De Gruyter);;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
NL-oxford;Nationallizenzen (Oxford);Nationallizenzen (Oxford);;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
NL-springer;Nationallizenzen (Springer);Nationallizenzen (Springer);;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
NM;Naturmuseum Thurgau, Frauenfeld;Naturmuseum Thurgau;Freie Strasse ;24;;8510;Frauenfeld;ch;naturmuseum@tg.ch;;;;;g;;nein;;;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;;;;;
nyonadu;Bibliothèque communale de Nyon - Adultes;Bibliothèque communale de Nyon - secteur adultes;Av. Viollier ;10;;1260;Nyon;ch;bibliotheque.adultes@nyon.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
nyonjeu;Bibliothèque communale de Nyon - Jeunesse;Bibliothèque communale de Nyon - section jeunesse;Chemin de Crève-Coeur ;3;;1260;Nyon;ch;bibliotheque.jeunes@nyon.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
OGB;Obergerichtsbibliothek Aarau;Obergerichtsbibliothek des Kantons Aargau, Aarau;Obere Vorstadt ;38;;5000;Aarau;ch;obergerichtsbibliothek@ag.ch;;;;;g;;ja;CHAKB;8095;Über Institution;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;;;47.3889512, 8.0467222
ollon;Bibliothèque scolaire d'Ollon;EPS d'Ollon, Bibliothèque scolaire;Collège de Perrosalle;;;1867;Ollon;ch;biblioollon@ollon.educanet2.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;nein;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;
ophtal;Hôpital ophtalmique Jules Gonin, Lausanne;  Hôpital ophtalmique Jules Gonin  Bibliothèque;Avenue de France ;15;;1004;Lausanne;ch;bibliotheque@fa2.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
orbe;BiblioOrbe;Bibliothèque publique et scolaire de la région d'Orbe;Rue de la Tournelle ;2;;1350;Orbe;ch;biblio@orbe.ch;;;;;f;;nein;;;Keine Verrechnung;;;;;;1 Treffer;ja;;;;;;;;;;;;;;;;
oron;Bibliothèque scolaire d'Oron-Palézieux - Oron-la-Ville; Bibliothèque scolaire d'Oron-Palézieux;Route de Lausanne ;10;;1610;Oron-la-Ville;ch;bibliotheque@esoron.educanet2.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;
path;CHUV - Pathologie (IUP), Lausanne; Institut universitaire de pathologie  Bibliothèque;Rue du Bugnon ;25;;1005;Lausanne;ch;;Joris;Véronique;Frau;veronique.joris@chuv.ch;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;nein;BFK;nein;;
PDB;PDB Klinik Beverin, Cazis;Ärztebibliothek Psychiatrische Dienste Graubünden, Klinik Beverin (PDB);Beverin;;;7403;Cazis;ch;info@pdgr.ch;;;;;g;;ja;CHKBG;8094;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;;;46.7933026, 9.4312877
